"minValue","instanceType","isApproximate","uuid:ID","maxValue","id"
"300.0","Range","False","79b928be-658c-4966-83db-8b7878fc9ecc","300.0","Range_2"
"300.0","Range","False","3112c44c-ad72-4874-b8ae-ed8bd31541f8","300.0","Range_1"
"50.0","Range","False","4f1d1bf4-acbc-424b-acc0-50d68fe03734","100.0","Range_3"
