"instanceType","id","uuid:ID"
"StudyCell","StudyCell_1","78bc9f9c-f13e-4845-bf38-64b103bf8240"
"StudyCell","StudyCell_2","561dea8d-3d13-4371-86ce-e5bfbdad0490"
"StudyCell","StudyCell_3","7c5dec02-c439-40f8-8d18-bf3f9ac9ae72"
"StudyCell","StudyCell_4","ce9f65db-707e-43e5-9c47-9f34cf6a636b"
"StudyCell","StudyCell_5","76567e6d-1261-48d2-b59f-7e076ebdf7ad"
"StudyCell","StudyCell_6","dd8f312c-1568-414e-96de-c3918ecb8e30"
"StudyCell","StudyCell_7","48d96eac-8330-48c3-ade8-4ff5c599c462"
"StudyCell","StudyCell_8","532db9b2-9f3b-45fc-93e3-31b2665d2ce1"
"StudyCell","StudyCell_9","9f4e07fe-87b5-472d-862f-90cf60642828"
"StudyCell","StudyCell_10","29073520-0df1-413b-a365-7ba4293daa69"
"StudyCell","StudyCell_11","9dadec71-a1f0-4248-a89a-5e73a5485bd2"
"StudyCell","StudyCell_12","c9517478-da3c-477e-9634-791b66ae2e0f"
"StudyCell","StudyCell_13","84166e60-0ccc-4bbb-baf8-ee010b07d670"
"StudyCell","StudyCell_14","7e40e44f-2884-4088-a474-0c3e31da1047"
"StudyCell","StudyCell_15","26b4987c-fdc1-458f-8597-eca6d048d2d7"
