"isApproximate","instanceType","uuid:ID","id","maxValue","minValue"
"False","Range","10cb786d-a478-4b02-bd62-d40461c22b4c","Range_2","300.0","300.0"
"False","Range","2503fb8f-9271-45bb-9959-ed9fc2bb40f5","Range_1","300.0","300.0"
"False","Range","16f38114-6d14-4e1b-b7df-c3986785dd94","Range_3","100.0","50.0"
