"id","instanceType","uuid:ID"
"StudyCell_1","StudyCell","5c837c4e-3fb4-427c-aeda-02cb0f822d7d"
"StudyCell_2","StudyCell","56ff73eb-eb9e-49f2-a1d1-efa9ec858ce3"
"StudyCell_3","StudyCell","e8ca96ba-0078-4d62-a557-e310ea7d2ba2"
"StudyCell_4","StudyCell","37f3af76-385f-4d7a-a0e2-65d059992fde"
"StudyCell_5","StudyCell","3bfda7d5-5b62-40f4-bb2e-dfd84627b47b"
"StudyCell_6","StudyCell","7b476f42-4cc3-4865-a017-0df4b4e3f1f6"
"StudyCell_7","StudyCell","aafe98d9-99fe-4101-b306-3d14c599eae0"
"StudyCell_8","StudyCell","32100b6f-31e4-4f72-aa4d-cdbf2060ee0d"
"StudyCell_9","StudyCell","85f21482-05d1-4af6-9f3b-376e492126a1"
"StudyCell_10","StudyCell","6d5cf791-2553-4d4d-9444-93dde7623b69"
"StudyCell_11","StudyCell","05ae6d3a-d8f9-4402-8796-ccc10879a8c2"
"StudyCell_12","StudyCell","3ed68b0e-c48b-4467-8c6a-77c558f6c4fa"
"StudyCell_13","StudyCell","c3227fe1-76af-4ee4-9527-b573a509c1bc"
"StudyCell_14","StudyCell","eff0e753-87b4-41b0-a8a7-278cc106b5ab"
"StudyCell_15","StudyCell","0564ea70-e1b3-43cc-a7de-8b4316811e37"
