"uuid:ID","name","instanceType","label","id","description"
"1d074289-e667-4f90-8838-358dcc7100e3","IE_Dict","SyntaxTemplateDictionary","IE Dictionary","SyntaxTemplateDictionary_1","Dictionary for IE"
"881a0369-755a-42b1-892a-a883e51f5615","AS_Dict","SyntaxTemplateDictionary","Assessment Dictionary","SyntaxTemplateDictionary_2","Dictionary for Study Assessments"
