"instanceType","id","uuid:ID"
"GeographicScope","GeographicScope_1","b5235ae9-d94f-420b-bd86-a9faf0a3ae2b"
"GeographicScope","GeographicScope_2","050750b4-9ba8-4e48-bf1a-30e7f1a09112"
