"id","uuid:ID","instanceType"
"StudyCell_1","d31a8f74-c4ba-476b-84f6-fb4c91299283","StudyCell"
"StudyCell_2","dd7dc21b-1a80-43b1-9cff-573c40297d7b","StudyCell"
"StudyCell_3","e3575f4c-c391-4753-9d78-540fcbfcae1f","StudyCell"
"StudyCell_4","b1d90ecf-0fc0-46b2-8fc9-ea3343608557","StudyCell"
"StudyCell_5","c51ed6b9-8e8b-47dd-ac66-5d32e118ecc6","StudyCell"
"StudyCell_6","b169cbd2-5d31-438b-b6d3-c2702695046c","StudyCell"
"StudyCell_7","1e929922-08f0-4b56-b181-161b94e23e68","StudyCell"
"StudyCell_8","7c07ff84-233a-47c2-96cf-3aa782ec6128","StudyCell"
"StudyCell_9","4d968968-01ff-46f0-bdef-7a348e97f5d9","StudyCell"
"StudyCell_10","e45defc7-194e-43c3-9158-712db5b7d5d6","StudyCell"
"StudyCell_11","6074e069-a45c-4320-bafd-3161acd763e5","StudyCell"
"StudyCell_12","8cbd4c0e-66c1-433f-b526-22ddabffc0fe","StudyCell"
"StudyCell_13","027ffead-794f-4d93-9056-7a212c13673c","StudyCell"
"StudyCell_14","552a5542-4429-4dc1-997f-87148e32ef2f","StudyCell"
"StudyCell_15","b4ca4b1f-f39f-4b73-820e-d85fca531b81","StudyCell"
