"instanceType","id","uuid:ID"
"StudyCell","StudyCell_1","c3a91ffc-7c58-48bd-90b2-7e00639c4936"
"StudyCell","StudyCell_2","adf336bc-89a5-4ee1-8d17-9c4e495dc2e7"
"StudyCell","StudyCell_3","2622678c-300e-4f55-9ccd-2eec4e54d4e7"
"StudyCell","StudyCell_4","5277ce6f-f691-480f-ad1f-45436028911e"
"StudyCell","StudyCell_5","0b3975e5-107d-499a-b499-3ed41294a7f6"
"StudyCell","StudyCell_6","8696b091-ebd2-4cd6-b53c-57f880b744f9"
"StudyCell","StudyCell_7","3052f644-0ab4-4295-83fd-8f551b94cd91"
"StudyCell","StudyCell_8","65cbf998-dd4b-46d2-be52-8553928b7403"
"StudyCell","StudyCell_9","07412131-cc4f-48f3-bf24-3c573de4726b"
"StudyCell","StudyCell_10","e1fd4a85-72a1-47b7-bdc5-b4897c1d31d2"
"StudyCell","StudyCell_11","4e2361ec-1223-4160-b60e-127dd29a0b87"
"StudyCell","StudyCell_12","949e3c70-35b7-4e3a-b091-0e3daa0d019e"
"StudyCell","StudyCell_13","fa4dbafb-5c91-4379-83a8-6d357652aeb8"
"StudyCell","StudyCell_14","f6fa89f1-4766-4471-b266-c995246326d0"
"StudyCell","StudyCell_15","6852e05c-8b28-4685-990c-6c5078201abd"
