"maxValue","instanceType","uuid:ID","isApproximate","minValue","id"
"300.0","Range","a071b7d1-674a-4d43-86b4-2ff579b769ed","False","300.0","Range_2"
"300.0","Range","cb3de179-11b8-46a6-964a-dd319d7ca98a","False","300.0","Range_1"
"100.0","Range","d67a2822-0fb1-4d66-a59e-6c41cf951916","False","50.0","Range_3"
