"instanceType","id","uuid:ID"
"StudyCell","StudyCell_1","aceaf415-bc12-420b-ac25-fbc352421a69"
"StudyCell","StudyCell_2","fdf7898c-309f-4e56-80dc-62bf9a8b4eec"
"StudyCell","StudyCell_3","265a7c3e-51ce-43a8-9b79-e6dec582e5c0"
"StudyCell","StudyCell_4","51958a33-3b74-493b-bfd4-03345d8f7842"
"StudyCell","StudyCell_5","10c22c3a-c7e2-4243-be4b-d1d26b9f7dea"
"StudyCell","StudyCell_6","19db78df-21dd-4ada-a7cc-57bbfecd7e67"
"StudyCell","StudyCell_7","0dbd19d5-55f5-4e9e-9988-24265d53b827"
"StudyCell","StudyCell_8","5cb6012d-0753-43d1-bc78-c7e5b2bef96c"
"StudyCell","StudyCell_9","79181cd7-c0e9-462e-9d9c-ceacd122ea37"
"StudyCell","StudyCell_10","e5f2da0f-f669-4f8b-b1fd-a2c867322150"
"StudyCell","StudyCell_11","eef9f664-cc06-499a-87a4-aa0ab3c3d156"
"StudyCell","StudyCell_12","6804707a-2c62-4c2d-b71c-081ffabbfc0b"
"StudyCell","StudyCell_13","94fe0225-3131-4ba2-86ff-cbed0c2e7246"
"StudyCell","StudyCell_14","224ad4b9-9ede-4446-b18d-51e6f48dd91a"
"StudyCell","StudyCell_15","6663754e-aa03-4db3-b879-0d902e2a13bc"
