"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"","VSTESTCD","BiomedicalConceptProperty","42358d12-bbb1-4c3a-a388-eeaedabb098e","BiomedicalConceptProperty_80","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","35554f9c-b5af-4c6e-9f05-027fe9bee842","BiomedicalConceptProperty_81","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","4fb6a4e9-13f3-4871-b1d4-e2426e315e3f","BiomedicalConceptProperty_82","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","d9381cba-a160-4b0f-9294-bb8249c05159","BiomedicalConceptProperty_83","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","c760fb6e-6ba7-4594-8dc9-c4180946bab8","BiomedicalConceptProperty_84","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","77be5d37-748d-4bad-bd1e-5bc8ec8e3295","BiomedicalConceptProperty_85","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","684cc493-c208-4134-9927-1a4dceb6d25f","BiomedicalConceptProperty_86","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","0cbeede4-6d47-4bcf-ad08-86c3d6a02472","BiomedicalConceptProperty_87","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","7557120c-ba73-42dd-8025-1f29e5866293","BiomedicalConceptProperty_88","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","98fa4610-1a03-440b-80a5-4c191581c212","BiomedicalConceptProperty_89","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","79f17956-9fa3-485c-a73b-79223fd80e71","BiomedicalConceptProperty_90","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","51909b39-38c1-4e79-9c2c-50bc355236a9","BiomedicalConceptProperty_91","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","3eb9f913-95d9-4121-a852-992285d435fe","BiomedicalConceptProperty_92","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","57c6811f-8acf-4a92-b550-55bda8374ef3","BiomedicalConceptProperty_93","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","72876253-1924-498e-b8fd-56b22e575ae5","BiomedicalConceptProperty_94","True","True","VSORRESU"
