"id","name","instanceType","uuid:ID"
"c31bf9ad-045a-4cf5-9bf1-95390eb4ea9e","Study_CDISC PILOT - LZZT","Study","c31bf9ad-045a-4cf5-9bf1-95390eb4ea9e"
