"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"","LBORRESU","BiomedicalConceptProperty","354f73be-b6f9-4e3f-bd19-287e7e3997dd","BiomedicalConceptProperty_62","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","0040b2dc-0237-465b-b2e0-e45089247e05","BiomedicalConceptProperty_63","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","f8305d61-ef2c-4a0b-a47c-cce905489e46","BiomedicalConceptProperty_64","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","65749df9-f6cc-4c57-9a4a-6b61f68cc10f","BiomedicalConceptProperty_65","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","94e780aa-7031-4f6d-b874-74f651775def","BiomedicalConceptProperty_66","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","adeea7a2-829b-4461-bb60-aa09e6a9312b","BiomedicalConceptProperty_67","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","ef874cb9-7d5d-4d90-af81-4da9b76df042","BiomedicalConceptProperty_68","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","8f30d28b-d82e-44a9-a721-b8016a44ac32","BiomedicalConceptProperty_69","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","b3d641d6-0320-4ff4-b88f-0da4d5988fca","BiomedicalConceptProperty_70","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","1ac9a2a5-912f-455a-aeba-a3212476a3f9","BiomedicalConceptProperty_71","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","86d89e04-c790-4573-8144-3dbead0ad1f4","BiomedicalConceptProperty_72","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","52adbf4a-cfdf-47d6-96b7-b7768b5c7ba8","BiomedicalConceptProperty_73","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","edcfe943-5f5c-4c21-a653-8bbb30eb5b6a","BiomedicalConceptProperty_74","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","45062dd8-6581-44c2-b60b-ddd639893cfe","BiomedicalConceptProperty_75","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","db787515-cbc4-43b7-9460-74757c822f99","BiomedicalConceptProperty_76","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","0b039a2f-e452-4e3d-8ab8-de6d98c302fd","BiomedicalConceptProperty_77","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","d32f818a-ac1d-4702-90cc-0dfb1df10305","BiomedicalConceptProperty_78","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","d9ec652f-b221-4e3e-801f-2b5fc9b2f033","BiomedicalConceptProperty_79","True","True","LBFAST"
"","VSTESTCD","BiomedicalConceptProperty","f32fd8db-49ad-4bbe-a7bf-dc08dd353df8","BiomedicalConceptProperty_80","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","60c8993f-c93c-4c7b-a693-b132449bb9db","BiomedicalConceptProperty_81","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","58fa5c17-a072-4216-9c77-d29af3b78862","BiomedicalConceptProperty_82","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","03733c44-2bb3-4668-ab2f-0f1c6902288b","BiomedicalConceptProperty_83","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","b0edf52b-0bbf-4360-ad96-e2bfd9d78dfb","BiomedicalConceptProperty_84","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","de669734-5096-4829-a55c-e16e43e40755","BiomedicalConceptProperty_85","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","54403a87-22f9-4604-95c0-d86ce4b07eec","BiomedicalConceptProperty_86","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","cedf7d4f-5005-497e-be3f-ed57ea877cd4","BiomedicalConceptProperty_87","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","8fb30c95-2e50-4e5b-a04d-75b5356d9760","BiomedicalConceptProperty_88","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","6c384ca7-126c-4fdf-a187-93ddfa65df4d","BiomedicalConceptProperty_89","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","89ab28f4-2113-48d2-98d4-46c69a11da44","BiomedicalConceptProperty_90","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","5890cb25-3b96-4546-94c4-97420c608dc2","BiomedicalConceptProperty_91","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","27efcfef-3308-414d-b3da-6c0b51ea8d1d","BiomedicalConceptProperty_92","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","25bac868-45fb-48e0-b5f0-c9d2921451b7","BiomedicalConceptProperty_93","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","cfc7aa15-f2c7-4ba2-aab3-fd506a9ae7bf","BiomedicalConceptProperty_94","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","ed6c0b7e-1c1b-4ce9-a244-2b8443da87d3","BiomedicalConceptProperty_95","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","803ba09b-0fd0-4abb-8240-b99aeebe6c7e","BiomedicalConceptProperty_96","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","34407eef-ede5-42ba-ac1e-97efe009ef33","BiomedicalConceptProperty_97","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","ca41ef11-1bfb-47cd-8eec-9bceb79d6d83","BiomedicalConceptProperty_98","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","9e5d79e4-da16-4c4e-8b46-fc4512a146ab","BiomedicalConceptProperty_99","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","f645869e-1865-4abe-9615-6fe255e8c24a","BiomedicalConceptProperty_100","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","6fb08218-0afc-493d-8248-e824fadb4080","BiomedicalConceptProperty_101","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","fbfc288d-7843-4ba5-9b53-995c5c9e5c1e","BiomedicalConceptProperty_102","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","74cb8973-783e-4306-b177-7d6729fb3d5e","BiomedicalConceptProperty_103","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","e25bede4-2526-479f-9e54-30457a72c0a2","BiomedicalConceptProperty_104","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","977f8f68-02df-4d37-8c61-187b9a4a62b6","BiomedicalConceptProperty_105","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","d764a51c-2db9-4497-8809-53031e6e5a7e","BiomedicalConceptProperty_106","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","464c0b40-e5f2-467b-b8e7-b776fb40eec8","BiomedicalConceptProperty_107","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","2082ca2e-b298-46c3-b5ac-7d636804415a","BiomedicalConceptProperty_108","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","f5cb4304-bd34-4f15-aec5-05fe928ffbd2","BiomedicalConceptProperty_109","True","True","VSLAT"
"","VSTESTCD","BiomedicalConceptProperty","3ac285c0-64f7-4950-a161-4b5d42fc9515","BiomedicalConceptProperty_110","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","75c00aea-3fc8-49cd-bac1-4618a11fe6ea","BiomedicalConceptProperty_111","True","True","VSORRES"
"","VSORRESU","BiomedicalConceptProperty","921a4dfc-132d-40e6-b4e0-f5fb879e1182","BiomedicalConceptProperty_112","True","True","VSORRESU"
"","VSPOS","BiomedicalConceptProperty","1589ce4f-9713-47ef-ba42-1c91ec3549fc","BiomedicalConceptProperty_113","True","True","VSPOS"
"","VSLOC","BiomedicalConceptProperty","0150063b-3389-4a7f-8f4d-a72699740f45","BiomedicalConceptProperty_114","True","True","VSLOC"
"","VSLAT","BiomedicalConceptProperty","291c00d6-07f5-4ab2-b788-ba4a86fd23c9","BiomedicalConceptProperty_115","True","True","VSLAT"
