"uuid:ID","instanceType","id"
"7367c898-1f6f-42e2-86fd-b7f81ab6339f","StudyCell","StudyCell_1"
"121ee0d2-f4bf-44f9-b483-059023ed649e","StudyCell","StudyCell_2"
"6b0e2525-a1ed-4bd7-b884-2a8cb2ba0a5b","StudyCell","StudyCell_3"
"a8284592-addc-4f4e-9c4c-b60705e33fd1","StudyCell","StudyCell_4"
"b92e7c08-a04f-45f6-be82-821896ed399d","StudyCell","StudyCell_5"
"7a238b1c-a1ec-45c4-86c7-b5dbe9b88b85","StudyCell","StudyCell_6"
"ef8c0cb7-2d39-43cc-a91f-ce3180659f71","StudyCell","StudyCell_7"
"ccc3f3f9-ead6-452d-85a3-056cadb868ab","StudyCell","StudyCell_8"
"54f2a7e0-dbdb-4796-94f7-d69e3386d737","StudyCell","StudyCell_9"
"4fb46633-b3a5-4b27-bff6-696113af2df8","StudyCell","StudyCell_10"
"085f97fd-b0a6-4766-ad80-1040672dcb44","StudyCell","StudyCell_11"
"b922deb3-8a9a-47af-9186-0a95c9b2d447","StudyCell","StudyCell_12"
"6166ab48-c0cb-45a7-b1e9-60b226d830bb","StudyCell","StudyCell_13"
"d3ff99e2-343d-4917-808f-b1bf282078ac","StudyCell","StudyCell_14"
"41702247-43a1-4db9-90a7-4da9dc9b9804","StudyCell","StudyCell_15"
