"uuid:ID","instanceType","name","description","id","label"
"cc10f61f-6512-4a9e-b42a-fa2dd51e71fc","SyntaxTemplateDictionary","IE_Dict","Dictionary for IE","SyntaxTemplateDictionary_1","IE Dictionary"
"40e0efd2-b2ca-4d27-8075-e9da21e68c98","SyntaxTemplateDictionary","AS_Dict","Dictionary for Study Assessments","SyntaxTemplateDictionary_2","Assessment Dictionary"
