"id","uuid:ID","instanceType"
"StudyCell_1","d7ddb588-e61c-44ff-8c8e-2241cd2ec21c","StudyCell"
"StudyCell_2","a530c905-f006-4478-91ac-be5086d07b26","StudyCell"
"StudyCell_3","5a486f57-de6e-4c58-aece-4e159cb2e41b","StudyCell"
"StudyCell_4","a41041da-d76e-49d3-92fd-56c8dd3ad881","StudyCell"
"StudyCell_5","29649a25-3d3e-493a-82a5-2b8873ad2570","StudyCell"
"StudyCell_6","2596db5c-3706-4740-a8db-79181c52c0c5","StudyCell"
"StudyCell_7","42c6c8fa-d988-4b66-a349-a9fff65c6b79","StudyCell"
"StudyCell_8","66d73f8d-ddd4-4b83-bd4b-940f024192f2","StudyCell"
"StudyCell_9","515bd679-bccb-45b7-b579-a19b3448fd97","StudyCell"
"StudyCell_10","e761980b-0add-490b-ba23-39a756844d12","StudyCell"
"StudyCell_11","c5201ab2-58d5-4ff1-b087-b135493b7a11","StudyCell"
"StudyCell_12","a50772d4-412b-469a-8aee-a540685997ae","StudyCell"
"StudyCell_13","988b616c-0e6f-4c15-89e4-dda41006017c","StudyCell"
"StudyCell_14","e78f7896-547a-41b0-bc59-62855f1ddf95","StudyCell"
"StudyCell_15","4e8968cf-bdf1-49b9-b57e-fde5d34dceab","StudyCell"
