"uuid:ID","instanceType","id"
"4642a2b7-b734-4eec-af4d-b0f59b7029f6","StudyCell","StudyCell_1"
"ae47feb2-f209-4a35-b815-11f9c39ffa29","StudyCell","StudyCell_2"
"529033bc-2e13-4053-99aa-c0cc6f74ac4f","StudyCell","StudyCell_3"
"a827e782-9ec9-4e5b-89ab-fd15b3794686","StudyCell","StudyCell_4"
"0642e984-84f2-40e3-83fe-170ff93aa248","StudyCell","StudyCell_5"
"06fe6802-dce0-4ee5-a5f4-dab8f695032e","StudyCell","StudyCell_6"
"452d159c-2788-43fd-9ee0-bb4de29345a9","StudyCell","StudyCell_7"
"9ebb3eeb-198b-4689-aa98-9bdf3dc95bd6","StudyCell","StudyCell_8"
"97b5eb26-319a-488a-9d23-9bbe9220db63","StudyCell","StudyCell_9"
"7088dae9-284b-46b0-97b3-138327c711c3","StudyCell","StudyCell_10"
"8996ee61-37e2-47a8-8c33-6d150a43a05f","StudyCell","StudyCell_11"
"7754f2a4-9a80-44d0-b643-0b29c9de2038","StudyCell","StudyCell_12"
"4cea3ec4-31b8-4c48-83db-5c2745daf148","StudyCell","StudyCell_13"
"fe496f31-e670-4d91-a752-281f13f403de","StudyCell","StudyCell_14"
"2b685aaf-8236-4c6f-ab07-aaf331109804","StudyCell","StudyCell_15"
