"isApproximate","instanceType","uuid:ID","id","maxValue","minValue"
"False","Range","003078e9-a442-40df-b47c-944ee686fb79","Range_2","300.0","300.0"
"False","Range","30b34c58-a598-452c-bab0-95fbb88bba26","Range_1","300.0","300.0"
"False","Range","d337de1c-86d7-478f-abc3-ae295e1875e7","Range_3","100.0","50.0"
