"id","name","instanceType","uuid:ID"
"66cc06cf-1f9f-4df8-bbe7-84b6ff81bedf","Study_CDISC PILOT - LZZT","Study","66cc06cf-1f9f-4df8-bbe7-84b6ff81bedf"
