"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"","LBORRESU","BiomedicalConceptProperty","7929c9e7-33c9-45b1-b68a-0762a48cf0c5","BiomedicalConceptProperty_157","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","79de21f4-a7f4-49f6-bb6a-16a65b582952","BiomedicalConceptProperty_158","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","fa026d3d-599c-4133-937f-ebd5aeaa9937","BiomedicalConceptProperty_159","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","ead99870-5891-492f-b39f-779480b21125","BiomedicalConceptProperty_160","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","f3e3eefb-5c7e-4dcb-928a-393f0b32e075","BiomedicalConceptProperty_161","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","5f914a95-179c-4c40-943f-2e049a8a1cd4","BiomedicalConceptProperty_162","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","3c9f970b-922f-411f-a69c-e85c9a2b3c42","BiomedicalConceptProperty_163","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","a10b312b-0cc8-4030-abb8-f0ec872ad01c","BiomedicalConceptProperty_164","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","1626912c-8d35-4afa-8b16-a06c765c61d9","BiomedicalConceptProperty_165","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","fabbb3dd-b12c-427b-847d-f0edc955d8cd","BiomedicalConceptProperty_166","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","bf877fab-564d-4244-bc35-750e0c7470e1","BiomedicalConceptProperty_167","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","f5a8fad3-8485-41c5-8bf9-a9f05a83d89b","BiomedicalConceptProperty_168","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","62f08edc-eff7-453c-be10-de3015979054","BiomedicalConceptProperty_169","True","True","LBFAST"
"text","AETERM","BiomedicalConceptProperty","56654ae5-7d3a-441f-81d4-fc389d1ea48c","BiomedicalConceptProperty_1","True","True","AETERM"
"text","AEDECOD","BiomedicalConceptProperty","e8568e19-73bb-436c-b5c6-7df2916e40cc","BiomedicalConceptProperty_2","True","True","AEDECOD"
"text","AEPRESP","BiomedicalConceptProperty","a3979133-0c63-402d-94e3-c3c77cb0ebcd","BiomedicalConceptProperty_3","True","True","AEPRESP"
"text","AELOC","BiomedicalConceptProperty","a52d25cd-31ef-4cd6-9787-d90d98fcf065","BiomedicalConceptProperty_4","True","True","AELOC"
"text","AESEV","BiomedicalConceptProperty","9f60c89d-a68d-474d-b219-e8cc12a29f55","BiomedicalConceptProperty_5","True","True","AESEV"
"text","AESER","BiomedicalConceptProperty","ae162053-00cc-4d4c-a506-50924a1d2170","BiomedicalConceptProperty_6","True","True","AESER"
"text","AEACN","BiomedicalConceptProperty","5abd5c7e-5687-44f5-89fa-156f693fbdfb","BiomedicalConceptProperty_7","True","True","AEACN"
"text","AEACNOTH","BiomedicalConceptProperty","0992bcc0-858b-4c37-b2ff-1f87d9b3abb4","BiomedicalConceptProperty_8","True","True","AEACNOTH"
"text","AEREL","BiomedicalConceptProperty","ce271f3b-bb8f-4b88-88df-462091ce9993","BiomedicalConceptProperty_9","True","True","AEREL"
"text","AERELNST","BiomedicalConceptProperty","6613ec56-51c0-4beb-a50f-5cb69191c21e","BiomedicalConceptProperty_10","True","True","AERELNST"
"text","AEPATT","BiomedicalConceptProperty","6a29d803-2af5-44a8-9983-775dcd11f6f6","BiomedicalConceptProperty_11","True","True","AEPATT"
"text","AEOUT","BiomedicalConceptProperty","a6410e00-049e-479f-a9d9-429d6b980b91","BiomedicalConceptProperty_12","True","True","AEOUT"
"text","AESCAN","BiomedicalConceptProperty","80bd5566-eea6-4b56-98ec-a67abf707904","BiomedicalConceptProperty_13","True","True","AESCAN"
"text","AESCONG","BiomedicalConceptProperty","670168dd-2dc5-4436-8900-e74666c6c4a9","BiomedicalConceptProperty_14","True","True","AESCONG"
"text","AESDISAB","BiomedicalConceptProperty","24be8708-0776-4270-ade8-aec3dbd88907","BiomedicalConceptProperty_15","True","True","AESDISAB"
"text","AESDTH","BiomedicalConceptProperty","0ef41e61-b2ce-4960-9b08-ea85d2daefd7","BiomedicalConceptProperty_16","True","True","AESDTH"
"text","AESHOSP","BiomedicalConceptProperty","19d906eb-b0d3-4f06-a939-a75ce16c584c","BiomedicalConceptProperty_17","True","True","AESHOSP"
"text","AESLIFE","BiomedicalConceptProperty","cea443a7-33cc-4a6a-84a6-8d49aeae348f","BiomedicalConceptProperty_18","True","True","AESLIFE"
"text","AESOD","BiomedicalConceptProperty","31cfd333-99d5-46cb-9009-0bde85e1e4a4","BiomedicalConceptProperty_19","True","True","AESOD"
"text","AESMIE","BiomedicalConceptProperty","bafe9a8e-1c1f-43d0-afcf-e7b1f98cbd86","BiomedicalConceptProperty_20","True","True","AESMIE"
"text","AECONTRT","BiomedicalConceptProperty","350f27ab-2e4e-4b2a-8f85-cb07f95c5521","BiomedicalConceptProperty_21","True","True","AECONTRT"
"datetime","AESTDTC","BiomedicalConceptProperty","80df2b48-e9e6-4018-866e-0d307139209a","BiomedicalConceptProperty_22","True","True","AESTDTC"
"datetime","AEENDTC","BiomedicalConceptProperty","5538f384-739c-446e-be52-288b4f1e2d34","BiomedicalConceptProperty_23","True","True","AEENDTC"
"","VSTESTCD","BiomedicalConceptProperty","c18ae027-792c-47bc-be94-a08a62b2409f","BiomedicalConceptProperty_24","True","True","VSTESTCD"
"integer","VSORRES","BiomedicalConceptProperty","e247599c-4b30-4af1-95c3-e5451c850aa3","BiomedicalConceptProperty_25","True","True","VSORRES"
