"instanceType","id","uuid:ID"
"StudyCell","StudyCell_1","40ce66fa-0bf6-47c6-95c3-d6e9eb637c5d"
"StudyCell","StudyCell_2","d10ba840-941c-4df9-9b55-9f488ebd9ab6"
"StudyCell","StudyCell_3","2dabb951-d914-42e1-be1c-1b983b1532b5"
"StudyCell","StudyCell_4","57e9298a-f4d7-441a-a8c8-66d0417217b9"
"StudyCell","StudyCell_5","dfa12f24-cb8e-4c2d-81a9-1d55e6d13297"
"StudyCell","StudyCell_6","b17cade9-8363-47a8-aea2-5b5015abbfef"
"StudyCell","StudyCell_7","62f9983f-ea4d-430c-822f-b76dfac91de5"
"StudyCell","StudyCell_8","1f6446f1-0569-43af-81b5-1c156f2690ef"
"StudyCell","StudyCell_9","792d5564-5d5a-4f1e-95b8-4da169e56a52"
"StudyCell","StudyCell_10","8c576932-259e-4234-851f-8ce961335a02"
"StudyCell","StudyCell_11","d2e2bc75-5c71-40e5-8097-4f78210237b8"
"StudyCell","StudyCell_12","7663df83-0167-4517-b04f-e1027877b3f9"
"StudyCell","StudyCell_13","3c55868d-9c75-4255-94e4-be9f4ebce51b"
"StudyCell","StudyCell_14","2cb8e233-ef54-4e4b-9da4-7ab6b4343725"
"StudyCell","StudyCell_15","da4042bd-c8ed-403c-b583-e586f781468b"
