"instanceType","id","uuid:ID"
"GeographicScope","GeographicScope_1","c58fb40f-fc71-46e0-a6af-3f2ff433e050"
"GeographicScope","GeographicScope_2","6ce6a993-ef10-405b-9ca9-281f51fe0d65"
