"instanceType","id","uuid:ID"
"StudyCell","StudyCell_1","4a3c8fd2-475a-49e9-bc35-1ea8abb7775c"
"StudyCell","StudyCell_2","688753af-9a40-42c5-bf2d-a51a80766b5e"
"StudyCell","StudyCell_3","bfe1a0b4-d14c-4212-9bb0-e040b9585373"
"StudyCell","StudyCell_4","96c4f3b7-0019-42b4-8af7-7f7cf611a4ca"
"StudyCell","StudyCell_5","6e1efb0b-ef24-40c7-a28a-51cbdaff871d"
"StudyCell","StudyCell_6","3b60ae6f-1024-4122-8158-3ed20ef3b43d"
"StudyCell","StudyCell_7","7dd596f5-52f6-4bf3-b65f-8bda325c8c09"
"StudyCell","StudyCell_8","b7756dc3-38b9-450b-818b-8503e00a1e2a"
"StudyCell","StudyCell_9","50007a6d-cda9-49fd-bb2a-0565526fdadd"
"StudyCell","StudyCell_10","538a1019-83c1-4b68-bfa5-2d55a05c292d"
"StudyCell","StudyCell_11","1b605d4d-612a-46e8-bcef-b607d90db496"
"StudyCell","StudyCell_12","f4e2d264-76b2-4a2b-bc07-3b50c779fab0"
"StudyCell","StudyCell_13","2702b161-6117-4448-90f1-ba352bebb865"
"StudyCell","StudyCell_14","fd370b37-b4c9-4abd-a785-1f95d7be494c"
"StudyCell","StudyCell_15","2a703e31-51fb-4f4c-959d-9b5bde9dc323"
