"isEnabled","name","label","uuid:ID","instanceType","id","datatype","isRequired"
"True","LBORRESU","LBORRESU","cb4a048e-a494-45e7-9e76-72b8d00a319a","BiomedicalConceptProperty","BiomedicalConceptProperty_133","","True"
"True","LBSPEC","LBSPEC","b6748011-8481-4881-9845-838685ebc248","BiomedicalConceptProperty","BiomedicalConceptProperty_134","","True"
"True","LBFAST","LBFAST","7f5bc4fb-0c3e-4dd6-9ddf-a1da23bc4bdf","BiomedicalConceptProperty","BiomedicalConceptProperty_135","","True"
"True","LBTESTCD","LBTESTCD","9015d5b1-3ad2-481e-b77e-f4f022a74c22","BiomedicalConceptProperty","BiomedicalConceptProperty_136","","True"
"True","LBORRES","LBORRES","7c081efd-7fe8-487d-a183-4ab8d2486416","BiomedicalConceptProperty","BiomedicalConceptProperty_137","text","True"
"True","LBSPEC","LBSPEC","eed77d48-9b46-40d1-89bb-0a9ee92f8680","BiomedicalConceptProperty","BiomedicalConceptProperty_138","","True"
"True","LBFAST","LBFAST","5e79b8e7-dedc-46ea-863f-f93010dcfa8a","BiomedicalConceptProperty","BiomedicalConceptProperty_139","","True"
"True","LBTESTCD","LBTESTCD","09b35b71-37ab-494f-8313-7c65201522e5","BiomedicalConceptProperty","BiomedicalConceptProperty_140","","True"
"True","LBORRES","LBORRES","e34bac63-d991-47b6-875a-c5bc10c47c9e","BiomedicalConceptProperty","BiomedicalConceptProperty_141","float","True"
"True","LBORRESU","LBORRESU","462f664d-577a-4726-a9e8-71821236f93f","BiomedicalConceptProperty","BiomedicalConceptProperty_142","","True"
"True","LBSPEC","LBSPEC","d6704dd9-521c-4378-ab5f-946567105b92","BiomedicalConceptProperty","BiomedicalConceptProperty_143","","True"
"True","LBFAST","LBFAST","27999af3-4ead-4a4e-a3e5-9239b3eeb559","BiomedicalConceptProperty","BiomedicalConceptProperty_144","","True"
"True","LBTESTCD","LBTESTCD","c31fc6be-e9a3-4071-9f70-f322fdbdbd9b","BiomedicalConceptProperty","BiomedicalConceptProperty_145","","True"
"True","LBORRES","LBORRES","8bcc4cbc-1cf8-4d76-aaaa-1b2f6e25197e","BiomedicalConceptProperty","BiomedicalConceptProperty_146","float","True"
"True","LBORRESU","LBORRESU","9069bb43-0574-4739-af87-3542f8fca543","BiomedicalConceptProperty","BiomedicalConceptProperty_147","","True"
"True","LBSPEC","LBSPEC","7b3d9ddf-248d-4a4a-9f84-a1aad79a413e","BiomedicalConceptProperty","BiomedicalConceptProperty_148","","True"
"True","LBFAST","LBFAST","411022b4-4ef9-435f-9117-971a62eacabc","BiomedicalConceptProperty","BiomedicalConceptProperty_149","","True"
"True","LBTESTCD","LBTESTCD","3c03048c-caa6-4c01-aff4-1f1148d9cb13","BiomedicalConceptProperty","BiomedicalConceptProperty_150","","True"
"True","LBORRES","LBORRES","33873aa4-c342-438a-ab41-a9f131b8ef6a","BiomedicalConceptProperty","BiomedicalConceptProperty_151","float","True"
"True","LBORRESU","LBORRESU","eab22a72-9cd7-4c58-bb71-a28fa9dc4bca","BiomedicalConceptProperty","BiomedicalConceptProperty_152","","True"
"True","LBSPEC","LBSPEC","93a6e26a-9b9c-4c0d-a510-6305dce8278c","BiomedicalConceptProperty","BiomedicalConceptProperty_153","","True"
"True","LBFAST","LBFAST","0ab0ee36-3f16-48ad-9594-e299e4814ea5","BiomedicalConceptProperty","BiomedicalConceptProperty_154","","True"
"True","LBTESTCD","LBTESTCD","bb2ccb21-7d0b-46e3-9242-63263e7e416d","BiomedicalConceptProperty","BiomedicalConceptProperty_155","","True"
"True","LBORRES","LBORRES","d993fd70-30d1-4d34-b8db-16a8103c88e1","BiomedicalConceptProperty","BiomedicalConceptProperty_156","float","True"
"True","LBORRESU","LBORRESU","d605c3b6-5012-4f86-a532-bb22630dc446","BiomedicalConceptProperty","BiomedicalConceptProperty_157","","True"
"True","LBSPEC","LBSPEC","1986be2b-2e10-4e30-9f93-54eb93d555f2","BiomedicalConceptProperty","BiomedicalConceptProperty_158","","True"
"True","LBFAST","LBFAST","4be5a71f-8fce-4b3c-8631-eaea4e54e108","BiomedicalConceptProperty","BiomedicalConceptProperty_159","","True"
"True","LBTESTCD","LBTESTCD","0ed08cd4-28ea-4b53-9281-1239f1e64a05","BiomedicalConceptProperty","BiomedicalConceptProperty_160","","True"
"True","LBORRES","LBORRES","84e564f1-dbe4-4ed0-b35e-f6c906846ea1","BiomedicalConceptProperty","BiomedicalConceptProperty_161","float","True"
"True","LBORRESU","LBORRESU","aeeb8412-d398-4b09-bc02-f8e6e0e4bcca","BiomedicalConceptProperty","BiomedicalConceptProperty_162","","True"
"True","LBSPEC","LBSPEC","d86eb3aa-ec62-45f6-a7a8-52e5f55de7ee","BiomedicalConceptProperty","BiomedicalConceptProperty_163","","True"
"True","LBFAST","LBFAST","0c7e04a9-ec53-43b4-a198-b9865555962e","BiomedicalConceptProperty","BiomedicalConceptProperty_164","","True"
"True","LBTESTCD","LBTESTCD","946e1b97-600b-4c78-a2a2-243cff238399","BiomedicalConceptProperty","BiomedicalConceptProperty_165","","True"
"True","LBORRES","LBORRES","c435bbcf-c727-41db-a167-068013e5802f","BiomedicalConceptProperty","BiomedicalConceptProperty_166","float","True"
"True","LBORRESU","LBORRESU","18222a4d-c805-4033-a608-a782784558b1","BiomedicalConceptProperty","BiomedicalConceptProperty_167","","True"
"True","LBSPEC","LBSPEC","e602b174-1a97-4b33-82cb-713d86f9dcf3","BiomedicalConceptProperty","BiomedicalConceptProperty_168","","True"
"True","LBFAST","LBFAST","881c11a0-c18e-4674-a1c7-6562a772b35e","BiomedicalConceptProperty","BiomedicalConceptProperty_169","","True"
"True","AETERM","AETERM","5e0df926-5e5a-463c-97fd-e85f8d6e32e6","BiomedicalConceptProperty","BiomedicalConceptProperty_1","text","True"
"True","AEDECOD","AEDECOD","4d002b07-3699-4ff4-bdd6-0051c98c667c","BiomedicalConceptProperty","BiomedicalConceptProperty_2","text","True"
"True","AEPRESP","AEPRESP","80e20a09-060f-4873-a2c8-06757d1900b4","BiomedicalConceptProperty","BiomedicalConceptProperty_3","text","True"
"True","AELOC","AELOC","ff5c257a-56e6-45a0-8f6d-76a91e229675","BiomedicalConceptProperty","BiomedicalConceptProperty_4","text","True"
"True","AESEV","AESEV","eee98e78-0cfd-4c37-9376-7a969114d59a","BiomedicalConceptProperty","BiomedicalConceptProperty_5","text","True"
"True","AESER","AESER","6ffb1e29-7151-49bb-a61a-8f3c0474ed6a","BiomedicalConceptProperty","BiomedicalConceptProperty_6","text","True"
"True","AEACN","AEACN","aaa39388-378d-4108-ad18-bf97de46f913","BiomedicalConceptProperty","BiomedicalConceptProperty_7","text","True"
"True","AEACNOTH","AEACNOTH","220b37c4-2a77-4362-9df1-1993092fd1f9","BiomedicalConceptProperty","BiomedicalConceptProperty_8","text","True"
"True","AEREL","AEREL","96472a25-3d51-4420-b0c6-b1f8bcf5ec8f","BiomedicalConceptProperty","BiomedicalConceptProperty_9","text","True"
"True","AERELNST","AERELNST","923700a4-e9b6-4f33-bfd8-e71abf43a239","BiomedicalConceptProperty","BiomedicalConceptProperty_10","text","True"
"True","AEPATT","AEPATT","b38a8b00-cf65-4799-9250-705c1cbf7e9e","BiomedicalConceptProperty","BiomedicalConceptProperty_11","text","True"
"True","AEOUT","AEOUT","1f8ac81b-d60c-4276-9ccb-f80bd7a57242","BiomedicalConceptProperty","BiomedicalConceptProperty_12","text","True"
"True","AESCAN","AESCAN","e9095451-bc63-4c9f-8ee2-e1e2fa3b0d29","BiomedicalConceptProperty","BiomedicalConceptProperty_13","text","True"
"True","AESCONG","AESCONG","57618b4f-9215-4383-9051-fc298b50a844","BiomedicalConceptProperty","BiomedicalConceptProperty_14","text","True"
"True","AESDISAB","AESDISAB","3ac945ca-9921-4560-87b1-bb3314592985","BiomedicalConceptProperty","BiomedicalConceptProperty_15","text","True"
"True","AESDTH","AESDTH","4215fda5-167d-40aa-ae1c-327eefb5494d","BiomedicalConceptProperty","BiomedicalConceptProperty_16","text","True"
"True","AESHOSP","AESHOSP","eb2ba1f7-ff1d-4f5d-bf5f-2caa592b67a6","BiomedicalConceptProperty","BiomedicalConceptProperty_17","text","True"
"True","AESLIFE","AESLIFE","b18f5023-7cfd-4535-a609-f5ffdac76604","BiomedicalConceptProperty","BiomedicalConceptProperty_18","text","True"
"True","AESOD","AESOD","fc4f7927-e8fb-422a-afe6-e6791917f209","BiomedicalConceptProperty","BiomedicalConceptProperty_19","text","True"
"True","AESMIE","AESMIE","9c585e0d-07b1-42d2-9fb0-f2e162db6227","BiomedicalConceptProperty","BiomedicalConceptProperty_20","text","True"
"True","AECONTRT","AECONTRT","2829aa0b-e5b2-409c-b7f5-7e366a03b397","BiomedicalConceptProperty","BiomedicalConceptProperty_21","text","True"
"True","AESTDTC","AESTDTC","a903c2f4-a4f9-428b-8a7c-be98f9800a53","BiomedicalConceptProperty","BiomedicalConceptProperty_22","datetime","True"
"True","AEENDTC","AEENDTC","43d54164-bd85-47c8-aeaf-9483ea61cdd3","BiomedicalConceptProperty","BiomedicalConceptProperty_23","datetime","True"
"True","VSTESTCD","VSTESTCD","36e563f8-b557-4edc-9b86-c06d090a5639","BiomedicalConceptProperty","BiomedicalConceptProperty_24","","True"
"True","VSORRES","VSORRES","b321a94f-e51b-40e0-a66f-00e5b8c8f05e","BiomedicalConceptProperty","BiomedicalConceptProperty_25","integer","True"
"True","VSORRESU","VSORRESU","bd85f5ae-dfc4-4390-9e39-7b8b0a2451c9","BiomedicalConceptProperty","BiomedicalConceptProperty_26","","True"
"True","VSPOS","VSPOS","92c2784e-2c17-4f72-b8f4-8e63402ce67f","BiomedicalConceptProperty","BiomedicalConceptProperty_27","","True"
"True","VSLOC","VSLOC","36950c2c-0d2b-4e42-b0f1-d455add275bd","BiomedicalConceptProperty","BiomedicalConceptProperty_28","","True"
"True","VSLAT","VSLAT","e1952732-691d-4904-bf42-30b9cf6a4185","BiomedicalConceptProperty","BiomedicalConceptProperty_29","","True"
"True","VSTESTCD","VSTESTCD","51c58b2f-552f-4c9d-9b7f-120e46ae39c5","BiomedicalConceptProperty","BiomedicalConceptProperty_30","","True"
"True","VSORRES","VSORRES","7e1987e9-f570-4f43-a4f2-67ea5fcfe1c2","BiomedicalConceptProperty","BiomedicalConceptProperty_31","integer","True"
"True","VSORRESU","VSORRESU","b8c76e36-078f-4126-a931-82a0e5365c7f","BiomedicalConceptProperty","BiomedicalConceptProperty_32","","True"
"True","VSPOS","VSPOS","4896eed5-eef8-4bf3-863d-f66b1e5a6017","BiomedicalConceptProperty","BiomedicalConceptProperty_33","","True"
"True","VSLOC","VSLOC","a1ad196c-c1cc-419a-9c30-e55e5294e64a","BiomedicalConceptProperty","BiomedicalConceptProperty_34","","True"
"True","VSLAT","VSLAT","1bf2d86e-1cd8-4fca-9aba-94b26cefa633","BiomedicalConceptProperty","BiomedicalConceptProperty_35","","True"
"True","VSTESTCD","VSTESTCD","3bb3eceb-32d6-4942-bb55-059dde8dcc3f","BiomedicalConceptProperty","BiomedicalConceptProperty_36","","True"
"True","VSORRES","VSORRES","fe95b9ef-3a28-4fda-a76c-bd65ae8ef6c7","BiomedicalConceptProperty","BiomedicalConceptProperty_37","float","True"
"True","VSORRESU","VSORRESU","97140289-8317-494c-a624-3050fed5fa22","BiomedicalConceptProperty","BiomedicalConceptProperty_38","","True"
"True","VSLOC","VSLOC","7edc2d83-4a0a-4886-922f-87ec303a30bc","BiomedicalConceptProperty","BiomedicalConceptProperty_39","","True"
"True","VSTESTCD","VSTESTCD","c26ee11b-9775-4c89-9239-5ef2e614f81b","BiomedicalConceptProperty","BiomedicalConceptProperty_40","","True"
"True","VSORRES","VSORRES","87cede8d-faf3-4a24-8a18-d52291da6f59","BiomedicalConceptProperty","BiomedicalConceptProperty_41","float","True"
"True","VSORRESU","VSORRESU","e24b28cd-a1a3-4c06-b84f-704fb33f76dc","BiomedicalConceptProperty","BiomedicalConceptProperty_42","","True"
"True","VSTESTCD","VSTESTCD","6dd72203-99c1-45fb-b0a9-9b4c58fa13d2","BiomedicalConceptProperty","BiomedicalConceptProperty_43","","True"
"True","VSORRES","VSORRES","d9340f48-1244-405c-9410-b70c095f526c","BiomedicalConceptProperty","BiomedicalConceptProperty_44","float","True"
"True","VSORRESU","VSORRESU","f046715b-c24b-4e6f-bead-c379e151ab01","BiomedicalConceptProperty","BiomedicalConceptProperty_45","","True"
"True","LBTESTCD","LBTESTCD","6787479a-a0e4-4510-a508-7944f91a65b6","BiomedicalConceptProperty","BiomedicalConceptProperty_46","","True"
"True","LBORRES","LBORRES","9a9e4436-5944-4cf6-b499-3d49919df8fa","BiomedicalConceptProperty","BiomedicalConceptProperty_47","float","True"
"True","LBORRESU","LBORRESU","717d1aa5-4864-49a3-a7da-afdf6d27b997","BiomedicalConceptProperty","BiomedicalConceptProperty_48","","True"
"True","LBSPEC","LBSPEC","562fc98d-ee70-4ea4-8d65-f57518bc575c","BiomedicalConceptProperty","BiomedicalConceptProperty_49","","True"
"True","LBFAST","LBFAST","eb9a05a1-9d31-4d25-8664-353e4c930fe7","BiomedicalConceptProperty","BiomedicalConceptProperty_50","","True"
"True","LBTESTCD","LBTESTCD","0ccbc5a9-b6a7-408b-97d4-e5cce7ec27fb","BiomedicalConceptProperty","BiomedicalConceptProperty_51","","True"
"True","LBORRES","LBORRES","a3716819-43a1-4ea1-b652-5a27568fda91","BiomedicalConceptProperty","BiomedicalConceptProperty_52","text","True"
"True","LBSPEC","LBSPEC","2ce8b811-2cbe-41fe-96cb-f23e23a0dac4","BiomedicalConceptProperty","BiomedicalConceptProperty_53","","True"
"True","LBFAST","LBFAST","f7021446-2ebc-481d-a1b3-5fc9bd120be3","BiomedicalConceptProperty","BiomedicalConceptProperty_54","","True"
"True","LBTESTCD","LBTESTCD","32a072c5-1ae3-4bf1-874c-340579bdd362","BiomedicalConceptProperty","BiomedicalConceptProperty_55","","True"
"True","LBORRES","LBORRES","351e588e-5453-44db-add0-8d4666e322b6","BiomedicalConceptProperty","BiomedicalConceptProperty_56","float","True"
"True","LBORRESU","LBORRESU","c73e4c34-260e-48f3-bd4e-9af2e3e48bdb","BiomedicalConceptProperty","BiomedicalConceptProperty_57","","True"
"True","LBSPEC","LBSPEC","f410873f-4a29-4556-9bcc-daa912a60a7e","BiomedicalConceptProperty","BiomedicalConceptProperty_58","","True"
"True","LBFAST","LBFAST","ae17412e-51d7-40ef-bb64-ced29b95e55b","BiomedicalConceptProperty","BiomedicalConceptProperty_59","","True"
"True","LBTESTCD","LBTESTCD","2f8c3021-7223-4675-8f3f-ebcd0f9b4d5f","BiomedicalConceptProperty","BiomedicalConceptProperty_60","","True"
"True","LBORRES","LBORRES","a5a9891a-e3af-4f29-8d18-11d41809f6c3","BiomedicalConceptProperty","BiomedicalConceptProperty_61","float","True"
"True","LBORRESU","LBORRESU","dc15436e-e56f-4cc9-a2db-6af4240e2427","BiomedicalConceptProperty","BiomedicalConceptProperty_62","","True"
"True","LBSPEC","LBSPEC","cc7862be-644e-4f5a-b5c7-42ce5fe67e54","BiomedicalConceptProperty","BiomedicalConceptProperty_63","","True"
"True","LBFAST","LBFAST","633a3cf2-817b-4387-96d1-7ce2f4f8fed5","BiomedicalConceptProperty","BiomedicalConceptProperty_64","","True"
"True","LBTESTCD","LBTESTCD","cfac8379-fb0c-4030-b0df-25456869bc75","BiomedicalConceptProperty","BiomedicalConceptProperty_65","","True"
"True","LBORRES","LBORRES","0577a1e3-78ad-4272-acc8-b1422f2e82d2","BiomedicalConceptProperty","BiomedicalConceptProperty_66","float","True"
"True","LBORRESU","LBORRESU","ee8fed19-83b2-42bd-8170-66b0608365c3","BiomedicalConceptProperty","BiomedicalConceptProperty_67","","True"
"True","LBSPEC","LBSPEC","6947dd75-af93-4f58-9666-fd5b8b368837","BiomedicalConceptProperty","BiomedicalConceptProperty_68","","True"
"True","LBFAST","LBFAST","cfdc62c7-0a3f-4e17-b1a8-821ef8567510","BiomedicalConceptProperty","BiomedicalConceptProperty_69","","True"
"True","LBTESTCD","LBTESTCD","0e66d354-f01f-4f3c-b40e-bcaeac5eb6b0","BiomedicalConceptProperty","BiomedicalConceptProperty_70","","True"
"True","LBORRES","LBORRES","0e026549-b060-4fc5-8dd4-b9b6106e6b23","BiomedicalConceptProperty","BiomedicalConceptProperty_71","float","True"
"True","LBORRESU","LBORRESU","1500c82e-b1a3-4f2b-bdcf-ab6072c9433a","BiomedicalConceptProperty","BiomedicalConceptProperty_72","","True"
"True","LBSPEC","LBSPEC","715cc96e-c144-4d77-8325-390b2576320d","BiomedicalConceptProperty","BiomedicalConceptProperty_73","","True"
"True","LBFAST","LBFAST","c0e3fa44-a3fd-4137-ab68-22c5924e86d9","BiomedicalConceptProperty","BiomedicalConceptProperty_74","","True"
"True","LBTESTCD","LBTESTCD","d15852ed-cb1b-4c7c-b8ae-da246c1d5f7d","BiomedicalConceptProperty","BiomedicalConceptProperty_75","","True"
"True","LBORRES","LBORRES","ae3c9e20-7f82-49b6-933c-ff6460e64bc8","BiomedicalConceptProperty","BiomedicalConceptProperty_76","float","True"
"True","LBORRESU","LBORRESU","dd5b7208-45a9-4ac0-b371-87d5e04c791b","BiomedicalConceptProperty","BiomedicalConceptProperty_77","","True"
"True","LBSPEC","LBSPEC","efb15f0c-a21d-4a5d-9ae6-a941340a92c3","BiomedicalConceptProperty","BiomedicalConceptProperty_78","","True"
"True","LBFAST","LBFAST","76383bad-e129-4c87-90ea-ca552d178c18","BiomedicalConceptProperty","BiomedicalConceptProperty_79","","True"
"True","VSTESTCD","VSTESTCD","e207f3ea-2989-4679-b999-bad1ceef786a","BiomedicalConceptProperty","BiomedicalConceptProperty_80","","True"
"True","VSORRES","VSORRES","2b411dfe-a1de-4c81-9c23-ff72e60ac07f","BiomedicalConceptProperty","BiomedicalConceptProperty_81","integer","True"
"True","VSORRESU","VSORRESU","494445cc-dff1-4be7-921b-ee4443c196d1","BiomedicalConceptProperty","BiomedicalConceptProperty_82","","True"
"True","VSPOS","VSPOS","42bff32b-aa47-43d4-a66d-4cd999c6b69b","BiomedicalConceptProperty","BiomedicalConceptProperty_83","","True"
"True","VSLOC","VSLOC","a37431c7-8447-4aa8-9429-018a6b5f417b","BiomedicalConceptProperty","BiomedicalConceptProperty_84","","True"
"True","VSLAT","VSLAT","4b604db3-e976-495e-9e27-47cb44aefa72","BiomedicalConceptProperty","BiomedicalConceptProperty_85","","True"
"True","VSTESTCD","VSTESTCD","fae32294-5076-4341-8974-763d079f2721","BiomedicalConceptProperty","BiomedicalConceptProperty_86","","True"
"True","VSORRES","VSORRES","ef24d801-b0ce-4ce0-9ce2-8d58463bb337","BiomedicalConceptProperty","BiomedicalConceptProperty_87","integer","True"
"True","VSORRESU","VSORRESU","41a4b6f2-413f-4e98-9b4a-927bcbf795d0","BiomedicalConceptProperty","BiomedicalConceptProperty_88","","True"
"True","VSPOS","VSPOS","d2d99605-afff-44b0-a2c2-061750431cd5","BiomedicalConceptProperty","BiomedicalConceptProperty_89","","True"
"True","VSLOC","VSLOC","35bb820d-d7f7-4029-96c0-d640cfb19807","BiomedicalConceptProperty","BiomedicalConceptProperty_90","","True"
"True","VSLAT","VSLAT","b16b90b1-0006-44a3-b977-2c309c11c998","BiomedicalConceptProperty","BiomedicalConceptProperty_91","","True"
"True","VSTESTCD","VSTESTCD","36265f18-e9b8-43f6-b916-594858cbecf6","BiomedicalConceptProperty","BiomedicalConceptProperty_92","","True"
"True","VSORRES","VSORRES","1704e7c9-20b0-42c3-b6ad-5351a5b541b0","BiomedicalConceptProperty","BiomedicalConceptProperty_93","integer","True"
"True","VSORRESU","VSORRESU","f9ffc4f6-3c58-4a45-8e30-86ed448e8619","BiomedicalConceptProperty","BiomedicalConceptProperty_94","","True"
"True","VSPOS","VSPOS","5625a270-9d5e-45cd-863f-9d035896bcaa","BiomedicalConceptProperty","BiomedicalConceptProperty_95","","True"
"True","VSLOC","VSLOC","a3bce734-77e8-42b0-a7f4-c4fdec08e193","BiomedicalConceptProperty","BiomedicalConceptProperty_96","","True"
"True","VSLAT","VSLAT","e62606db-fffd-4dab-9bf8-8143d3eed377","BiomedicalConceptProperty","BiomedicalConceptProperty_97","","True"
"True","VSTESTCD","VSTESTCD","cb4e3b2a-e24f-4edc-b7b5-ae756ac52abd","BiomedicalConceptProperty","BiomedicalConceptProperty_98","","True"
"True","VSORRES","VSORRES","e091a3d6-8173-4623-bd1b-d83c8ab7c284","BiomedicalConceptProperty","BiomedicalConceptProperty_99","integer","True"
"True","VSORRESU","VSORRESU","01f44fda-b154-4b83-a29e-751b7ddf62c0","BiomedicalConceptProperty","BiomedicalConceptProperty_100","","True"
"True","VSPOS","VSPOS","4610dc26-b133-4d25-9adc-60f19b3db466","BiomedicalConceptProperty","BiomedicalConceptProperty_101","","True"
"True","VSLOC","VSLOC","26c17e7b-a12f-4bb1-ae71-31351c9ce2ad","BiomedicalConceptProperty","BiomedicalConceptProperty_102","","True"
"True","VSLAT","VSLAT","77307daa-15ac-42ff-8090-0b5e5c810dae","BiomedicalConceptProperty","BiomedicalConceptProperty_103","","True"
"True","VSTESTCD","VSTESTCD","330ad6c1-d706-40a7-8785-620542a18d2a","BiomedicalConceptProperty","BiomedicalConceptProperty_104","","True"
"True","VSORRES","VSORRES","53d4f44b-fb9e-4bef-bff7-3d651058721a","BiomedicalConceptProperty","BiomedicalConceptProperty_105","integer","True"
"True","VSORRESU","VSORRESU","956cfa0f-6f03-407b-a26d-76b5ed8ac761","BiomedicalConceptProperty","BiomedicalConceptProperty_106","","True"
"True","VSPOS","VSPOS","23f7d50a-02ba-4dc7-8bf8-f52dbf49d0bb","BiomedicalConceptProperty","BiomedicalConceptProperty_107","","True"
"True","VSLOC","VSLOC","a6b218f8-0eb3-4712-a921-7771fbbe7ef4","BiomedicalConceptProperty","BiomedicalConceptProperty_108","","True"
"True","VSLAT","VSLAT","2b6751ba-2eff-497e-8d4e-47db23750a4f","BiomedicalConceptProperty","BiomedicalConceptProperty_109","","True"
"True","VSTESTCD","VSTESTCD","d0c1da16-d4c3-4c05-b126-f13e62b11b5e","BiomedicalConceptProperty","BiomedicalConceptProperty_110","","True"
"True","VSORRES","VSORRES","a36e0cc5-7d14-4e55-b4ec-acb9fdffc96f","BiomedicalConceptProperty","BiomedicalConceptProperty_111","integer","True"
"True","VSORRESU","VSORRESU","5c0c7296-9f26-4f15-9070-d8ec28f8884c","BiomedicalConceptProperty","BiomedicalConceptProperty_112","","True"
"True","VSPOS","VSPOS","d8fd8746-a2f6-4b69-b225-c16c95362439","BiomedicalConceptProperty","BiomedicalConceptProperty_113","","True"
"True","VSLOC","VSLOC","18fc7f5d-a2e4-4105-b26e-58c71edc1325","BiomedicalConceptProperty","BiomedicalConceptProperty_114","","True"
"True","VSLAT","VSLAT","c3f4948b-e0b8-49dd-99d1-9a088c0d95f6","BiomedicalConceptProperty","BiomedicalConceptProperty_115","","True"
